listening_hours_per_week,songs_per_day,skip_rate,playlist_count
-1.2404161468419719,-1.19552606959573,1.4034766163978092,-1.2250586223006934
-1.1462073255628349,-1.0770006826562986,1.128644380810771,-1.1305810935885576
-1.0519985042836977,-0.9584752957168673,1.6783088519848475,-1.0361035648764219
-0.9577896830045606,-1.0058854504926398,0.8538121452237325,-1.1305810935885576
-0.8635808617254235,-0.9110651409410948,1.128644380810771,-0.9416260361642862
-1.0519985042836977,-1.1481159148199573,1.9531410875718855,-1.2250586223006934
-0.7693720404462864,-0.8399499087774361,0.5789799096366942,-0.8471485074521504
-1.1462073255628349,-1.1007057600441847,1.4034766163978092,-1.1305810935885576
-0.9577896830045606,-0.9584752957168673,1.0187114865759554,-1.0361035648764219
-0.8635808617254235,-0.8636549861653223,0.8538121452237325,-0.9416260361642862
-0.6751632191671493,-0.7214245218380049,0.3041476740496558,-0.658193450027879
-0.5809543978880122,-0.6028991348985736,0.029315438462617513,-0.4692383926036075
-0.486745576608875,-0.48437374795914234,0.13924833269743284,-0.280283335179336
-0.2983279340506008,-0.3658483610197111,-0.24551679712442082,0.00314925095707118
-0.2041191127714637,-0.2473229740802798,0.029315438462617513,-0.09132827775506455
-0.10991029149232658,-0.12879758714084855,-0.08061745577219782,0.09762677966920691
-0.01570147021318946,-0.010272200201417296,-0.4104161384766438,0.2865818370934784
-0.3925367553297379,-0.2947331288560523,0.3041476740496558,-0.280283335179336
0.07850735106594765,0.10825318673801396,-0.5203490327114592,0.47553689451774983
0.17271617234508477,0.22677857367744522,-0.24551679712442082,0.6644919519420213
0.4553426361824961,0.4638293475563077,-0.7951812682984974,0.00314925095707118
0.6437602787407704,0.7008801214351702,-0.9600806096507205,0.2865818370934784
0.9263867425781817,0.9379308953140327,-1.0700135038855358,0.47553689451774983
1.209013206415593,1.1749816691928954,-1.179946398120351,0.9479245380784285
1.3974308489738672,1.4120324430717577,-1.3448457394725741,1.420312181639107
1.5858484915321416,1.6490832169506202,-1.0700135038855358,1.2313571242148358
1.868474955369553,1.8861339908294825,-1.3998121865899817,1.8926998251997857
2.1511014192069644,2.0046593777689137,-1.4547786337073894,2.365087468760464
0.9263867425781817,0.8194055083746015,-0.7951812682984974,0.6644919519420213
1.3974308489738672,1.5305578300111888,-1.2349128452377587,1.6092672390633784
