listening_hours_per_week,songs_per_day,skip_rate,playlist_count,cluster,segment_name
-1.240416146841972,-1.19552606959573,1.4034766163978092,-1.2250586223006934,2,Casual Listeners
-1.1462073255628349,-1.0770006826562986,1.128644380810771,-1.1305810935885576,2,Casual Listeners
-1.0519985042836977,-0.9584752957168672,1.6783088519848477,-1.036103564876422,2,Casual Listeners
-0.9577896830045606,-1.0058854504926398,0.8538121452237325,-1.1305810935885576,2,Casual Listeners
-0.8635808617254235,-0.9110651409410948,1.128644380810771,-0.9416260361642862,2,Casual Listeners
-1.0519985042836977,-1.1481159148199571,1.953141087571885,-1.2250586223006934,2,Casual Listeners
-0.7693720404462864,-0.8399499087774361,0.5789799096366942,-0.8471485074521504,2,Casual Listeners
-1.1462073255628349,-1.1007057600441847,1.4034766163978092,-1.1305810935885576,2,Casual Listeners
-0.9577896830045606,-0.9584752957168672,1.0187114865759554,-1.036103564876422,2,Casual Listeners
-0.8635808617254235,-0.8636549861653223,0.8538121452237325,-0.9416260361642862,2,Casual Listeners
-0.6751632191671493,-0.7214245218380049,0.3041476740496558,-0.658193450027879,2,Casual Listeners
-0.5809543978880122,-0.6028991348985736,0.0293154384626175,-0.4692383926036075,0,Regular Listeners
-0.486745576608875,-0.4843737479591423,0.1392483326974328,-0.280283335179336,0,Regular Listeners
-0.2983279340506008,-0.3658483610197111,-0.2455167971244208,0.0031492509570711,0,Regular Listeners
-0.2041191127714637,-0.2473229740802798,0.0293154384626175,-0.0913282777550645,0,Regular Listeners
-0.1099102914923265,-0.1287975871408485,-0.0806174557721978,0.0976267796692069,0,Regular Listeners
-0.0157014702131894,-0.0102722002014172,-0.4104161384766438,0.2865818370934784,0,Regular Listeners
-0.3925367553297379,-0.2947331288560523,0.3041476740496558,-0.280283335179336,0,Regular Listeners
0.0785073510659476,0.1082531867380139,-0.5203490327114592,0.4755368945177498,0,Regular Listeners
0.1727161723450847,0.2267785736774452,-0.2455167971244208,0.6644919519420213,0,Regular Listeners
0.4553426361824961,0.4638293475563077,-0.7951812682984974,0.0031492509570711,0,Regular Listeners
0.6437602787407704,0.7008801214351702,-0.9600806096507204,0.2865818370934784,0,Regular Listeners
0.9263867425781817,0.9379308953140328,-1.0700135038855358,0.4755368945177498,1,Power Listeners
1.209013206415593,1.1749816691928954,-1.179946398120351,0.9479245380784284,1,Power Listeners
1.3974308489738672,1.4120324430717577,-1.344845739472574,1.420312181639107,1,Power Listeners
1.5858484915321416,1.6490832169506202,-1.0700135038855358,1.2313571242148358,1,Power Listeners
1.868474955369553,1.8861339908294823,-1.3998121865899815,1.8926998251997855,1,Power Listeners
2.1511014192069644,2.0046593777689137,-1.4547786337073894,2.365087468760464,1,Power Listeners
0.9263867425781817,0.8194055083746015,-0.7951812682984974,0.6644919519420213,1,Power Listeners
1.3974308489738672,1.5305578300111888,-1.234912845237759,1.6092672390633784,1,Power Listeners
